ano,id_municipio,area,desmatado,incremento,floresta,nuvem,nao_observado,nao_floresta,hidrografia
2016,1100205,34631.0,9456.7,309.3,23978.1,0.7,12.5,431.9,751.1
2017,1100205,34631.0,9810.2,353.5,23637.8,0.0,0.0,431.9,751.1
2018,1100205,34631.0,10198.9,388.8,23204.7,44.4,0.0,431.9,751.1
2019,1100205,34631.0,10617.9,419.0,22830.1,0.0,0.0,431.9,751.1
2000,1100254,1773.0,1533.3,,212.6,0.0,0.0,17.6,9.5
2001,1100254,1773.0,1547.8,14.6,198.1,0.0,0.0,17.6,9.5
2002,1100254,1773.0,1564.7,16.8,181.2,0.0,0.0,17.6,9.5
2003,1100254,1773.0,1580.8,16.2,165.1,0.0,0.0,17.6,9.5
2004,1100254,1773.0,1590.0,9.2,155.9,0.0,0.0,17.6,9.5
2005,1100254,1773.0,1596.6,6.6,149.3,0.0,0.0,17.6,9.5
2006,1100254,1773.0,1598.4,1.7,147.5,0.0,0.0,17.6,9.5
2007,1100254,1773.0,1599.4,1.0,146.5,0.0,0.0,17.6,9.5
2008,1100254,1773.0,1603.2,3.8,142.7,0.0,0.0,17.6,9.5
2009,1100254,1773.0,1605.1,2.0,140.8,0.0,0.0,17.6,9.5
2010,1100254,1773.0,1605.3,0.1,140.5,0.1,0.0,17.6,9.5
2011,1100254,1773.0,1605.9,0.6,140.0,0.0,0.0,17.6,9.5
2012,1100254,1773.0,1606.0,0.1,139.9,0.0,0.0,17.6,9.5
2013,1100254,1773.0,1606.5,0.5,139.4,0.0,0.0,17.6,9.5
2014,1100254,1773.0,1607.2,0.7,138.7,0.0,0.0,17.6,9.5
2015,1100254,1773.0,1607.5,0.3,138.4,0.0,0.0,17.6,9.5
2016,1100254,1773.0,1608.2,0.7,137.7,0.0,0.0,17.6,9.5
2017,1100254,1773.0,1608.8,0.6,137.1,0.0,0.0,17.6,9.5
2018,1100254,1773.0,1609.2,0.4,136.7,0.0,0.0,17.6,9.5
2019,1100254,1773.0,1610.3,1.1,135.6,0.0,0.0,17.6,9.5
2000,1100262,1741.0,842.9,,874.8,0.0,0.0,23.3,0.0
2001,1100262,1741.0,879.4,36.5,838.3,0.0,0.0,23.3,0.0
2002,1100262,1741.0,916.0,36.6,801.7,0.0,0.0,23.3,0.0
2003,1100262,1741.0,956.2,40.2,761.5,0.0,0.0,23.3,0.0
2004,1100262,1741.0,985.4,29.2,732.3,0.0,0.0,23.3,0.0
2005,1100262,1741.0,1020.8,35.4,696.9,0.0,0.0,23.3,0.0
2006,1100262,1741.0,1031.0,10.2,686.7,0.0,0.0,23.3,0.0
2007,1100262,1741.0,1044.5,13.5,673.2,0.0,0.0,23.3,0.0
2008,1100262,1741.0,1052.3,7.8,665.4,0.0,0.0,23.3,0.0
2009,1100262,1741.0,1058.2,5.9,659.5,0.0,0.0,23.3,0.0
2010,1100262,1741.0,1060.5,2.3,657.2,0.0,0.0,23.3,0.0
2011,1100262,1741.0,1063.3,2.8,645.8,8.6,0.0,23.3,0.0
2012,1100262,1741.0,1067.1,3.8,650.6,0.0,0.0,23.3,0.0
2013,1100262,1741.0,1072.2,5.1,645.5,0.0,0.0,23.3,0.0
2014,1100262,1741.0,1076.9,4.7,640.8,0.0,0.0,23.3,0.0
2015,1100262,1741.0,1085.7,8.8,632.0,0.0,0.0,23.3,0.0
2016,1100262,1741.0,1095.0,9.3,622.7,0.0,0.0,23.3,0.0
2017,1100262,1741.0,1103.2,8.2,614.5,0.0,0.0,23.3,0.0
2018,1100262,1741.0,1109.9,6.8,607.8,0.0,0.0,23.3,0.0
2019,1100262,1741.0,1120.7,10.8,597.0,0.0,0.0,23.3,0.0
2000,1100288,1471.0,1254.4,,216.6,0.0,0.0,0.0,0.0
2001,1100288,1471.0,1262.6,8.2,208.4,0.0,0.0,0.0,0.0
2002,1100288,1471.0,1268.2,5.6,202.8,0.0,0.0,0.0,0.0
2003,1100288,1471.0,1286.2,18.0,184.8,0.0,0.0,0.0,0.0
2004,1100288,1471.0,1297.5,11.3,173.5,0.0,0.0,0.0,0.0
2005,1100288,1471.0,1312.1,14.6,158.9,0.0,0.0,0.0,0.0
2006,1100288,1471.0,1314.0,1.9,157.0,0.0,0.0,0.0,0.0
2007,1100288,1471.0,1316.4,2.4,154.6,0.0,0.0,0.0,0.0
2008,1100288,1471.0,1319.9,3.5,151.1,0.0,0.0,0.0,0.0
2009,1100288,1471.0,1320.1,0.2,149.5,1.4,0.0,0.0,0.0
2010,1100288,1471.0,1320.2,0.2,139.9,10.9,0.0,0.0,0.0
2011,1100288,1471.0,1321.0,0.8,150.0,0.0,0.0,0.0,0.0
2012,1100288,1471.0,1322.1,1.1,148.9,0.0,0.0,0.0,0.0
2013,1100288,1471.0,1322.7,0.6,148.3,0.0,0.0,0.0,0.0
2014,1100288,1471.0,1323.3,0.6,147.7,0.0,0.0,0.0,0.0
2015,1100288,1471.0,1323.6,0.3,147.4,0.0,0.0,0.0,0.0
2016,1100288,1471.0,1323.9,0.3,147.1,0.0,0.0,0.0,0.0
2017,1100288,1471.0,1326.2,2.3,144.8,0.0,0.0,0.0,0.0
2018,1100288,1471.0,1328.0,1.8,143.0,0.0,0.0,0.0,0.0
2019,1100288,1471.0,1330.6,2.6,140.4,0.0,0.0,0.0,0.0
2000,1100296,1207.0,907.5,,299.5,0.0,0.0,0.0,0.0
2001,1100296,1207.0,912.8,5.2,294.2,0.0,0.0,0.0,0.0
2002,1100296,1207.0,918.7,6.0,288.3,0.0,0.0,0.0,0.0
2003,1100296,1207.0,936.8,18.1,270.2,0.0,0.0,0.0,0.0
2004,1100296,1207.0,944.7,8.0,262.3,0.0,0.0,0.0,0.0
2005,1100296,1207.0,963.4,18.6,243.6,0.0,0.0,0.0,0.0
2006,1100296,1207.0,966.0,2.6,238.7,2.3,0.0,0.0,0.0
2007,1100296,1207.0,969.3,3.2,235.5,2.2,0.0,0.0,0.0
2008,1100296,1207.0,973.0,3.7,234.0,0.0,0.0,0.0,0.0
2009,1100296,1207.0,973.8,0.8,233.2,0.0,0.0,0.0,0.0
2010,1100296,1207.0,974.4,0.6,214.8,17.8,0.0,0.0,0.0
2011,1100296,1207.0,974.6,0.1,232.4,0.0,0.0,0.0,0.0
2012,1100296,1207.0,977.0,2.4,230.0,0.0,0.0,0.0,0.0
2013,1100296,1207.0,977.3,0.4,229.7,0.0,0.0,0.0,0.0
2014,1100296,1207.0,977.6,0.2,229.4,0.0,0.0,0.0,0.0
2015,1100296,1207.0,978.2,0.6,228.8,0.0,0.0,0.0,0.0
2016,1100296,1207.0,978.7,0.5,228.3,0.0,0.0,0.0,0.0
2017,1100296,1207.0,979.3,0.6,227.7,0.0,0.0,0.0,0.0
2018,1100296,1207.0,980.1,0.8,226.9,0.0,0.0,0.0,0.0
2019,1100296,1207.0,981.7,1.5,225.3,0.0,0.0,0.0,0.0
2000,1100304,11584.0,1319.6,,8573.2,0.0,3.9,1685.8,1.5
2001,1100304,11584.0,1357.0,37.5,8535.8,0.0,3.9,1685.8,1.5
2002,1100304,11584.0,1386.2,29.1,8506.6,0.0,3.9,1685.8,1.5
2003,1100304,11584.0,1478.1,92.0,8414.7,0.0,3.9,1685.8,1.5
2004,1100304,11584.0,1560.0,81.8,8332.8,0.0,3.9,1685.8,1.5
2005,1100304,11584.0,1618.5,58.5,8274.3,0.0,3.9,1685.8,1.5
2006,1100304,11584.0,1638.5,20.1,8253.0,1.3,3.9,1685.8,1.5
2007,1100304,11584.0,1654.7,16.1,8238.2,0.0,3.8,1685.8,1.5
2008,1100304,11584.0,1715.3,60.7,8177.5,0.0,3.9,1685.8,1.5
2009,1100304,11584.0,1721.4,6.1,8060.9,110.5,3.9,1685.8,1.5
2010,1100304,11584.0,1730.2,8.8,8162.7,0.0,3.8,1685.8,1.5
2011,1100304,11584.0,1738.2,8.0,8154.7,0.0,3.8,1685.8,1.5
2012,1100304,11584.0,1747.2,9.0,8140.2,5.5,3.8,1685.8,1.5
2013,1100304,11584.0,1755.0,7.8,8137.9,0.0,3.8,1685.8,1.5
2014,1100304,11584.0,1762.4,7.4,8130.5,0.0,3.8,1685.8,1.5
2015,1100304,11584.0,1778.2,15.8,8118.5,0.0,0.0,1685.8,1.5
2016,1100304,11584.0,1791.9,13.8,8104.8,0.0,0.0,1685.8,1.5
2017,1100304,11584.0,1807.0,15.0,8089.7,0.0,0.0,1685.8,1.5
2018,1100304,11584.0,1824.9,17.8,8069.8,2.0,0.0,1685.8,1.5
2019,1100304,11584.0,1850.4,25.5,8046.3,0.0,0.0,1685.8,1.5
2000,1100320,8102.0,1540.4,,4763.3,0.0,0.1,1798.2,0.0
2001,1100320,8102.0,1658.8,118.3,4644.9,0.0,0.1,1798.2,0.0
2002,1100320,8102.0,1746.5,87.8,4557.2,0.0,0.1,1798.2,0.0
2003,1100320,8102.0,1871.3,124.8,4432.4,0.0,0.1,1798.2,0.0
2004,1100320,8102.0,1962.7,91.4,4341.0,0.0,0.1,1798.2,0.0
2005,1100320,8102.0,2035.7,73.0,4268.0,0.0,0.1,1798.2,0.0
2006,1100320,8102.0,2056.3,20.6,4236.1,11.3,0.1,1798.2,0.0
2007,1100320,8102.0,2075.3,19.0,4228.4,0.0,0.1,1798.2,0.0
2008,1100320,8102.0,2123.9,48.7,4179.8,0.0,0.1,1798.2,0.0
2009,1100320,8102.0,2128.5,4.6,4169.0,6.2,0.1,1798.2,0.0
2010,1100320,8102.0,2132.4,3.9,4167.2,4.1,0.1,1798.2,0.0
2011,1100320,8102.0,2139.5,7.0,4163.9,0.3,0.1,1798.2,0.0
2012,1100320,8102.0,2153.3,13.8,4150.4,0.0,0.1,1798.2,0.0
2013,1100320,8102.0,2162.0,8.7,4088.8,52.9,0.1,1798.2,0.0
2014,1100320,8102.0,2173.7,11.7,4130.0,0.0,0.1,1798.2,0.0
2015,1100320,8102.0,2178.9,5.2,4124.9,0.0,0.0,1798.2,0.0
2016,1100320,8102.0,2197.5,18.7,4106.3,0.0,0.0,1798.2,0.0
2017,1100320,8102.0,2209.2,11.7,4094.6,0.0,0.0,1798.2,0.0
2018,1100320,8102.0,2218.9,9.6,4084.9,0.0,0.0,1798.2,0.0
2019,1100320,8102.0,2238.1,19.2,4065.7,0.0,0.0,1798.2,0.0
2000,1100338,10241.0,1310.1,,7526.1,0.0,3.4,1358.1,43.3
2001,1100338,10241.0,1461.7,151.6,7374.5,0.0,3.4,1358.1,43.3
2002,1100338,10241.0,1610.5,148.8,7225.7,0.0,3.4,1358.1,43.3
2003,1100338,10241.0,1819.3,208.7,7016.9,0.0,3.4,1358.1,43.3
2004,1100338,10241.0,2152.9,333.7,6683.3,0.0,3.4,1358.1,43.3
2005,1100338,10241.0,2464.1,311.2,6372.1,0.0,3.4,1358.1,43.3
2006,1100338,10241.0,2544.6,80.5,6286.4,5.2,3.4,1358.1,43.3
2007,1100338,10241.0,2683.6,139.0,6093.2,58.5,4.3,1358.1,43.3
2008,1100338,10241.0,2750.5,66.9,6084.5,0.0,4.6,1358.1,43.3
2009,1100338,10241.0,2779.8,29.3,6041.9,13.0,4.9,1358.1,43.3
2010,1100338,10241.0,2840.6,60.8,5994.8,0.0,4.2,1358.1,43.3
2011,1100338,10241.0,2918.2,77.6,5917.3,0.0,4.1,1358.1,43.3
2012,1100338,10241.0,2996.2,78.0,5826.0,14.5,2.9,1358.1,43.3
2013,1100338,10241.0,3130.1,133.9,5660.8,45.0,3.7,1358.1,43.3
2014,1100338,10241.0,3266.9,136.7,5559.3,10.2,3.2,1358.1,43.3
2015,1100338,10241.0,3416.1,149.3,5116.8,306.7,0.0,1358.1,43.3
2016,1100338,10241.0,3562.8,146.7,5274.0,0.0,2.8,1358.1,43.3
2017,1100338,10241.0,3743.3,180.4,5096.3,0.0,0.0,1358.1,43.3
2018,1100338,10241.0,3894.9,151.6,4873.7,71.0,0.0,1358.1,43.3
2019,1100338,10241.0,4045.5,150.6,4794.1,0.0,0.0,1358.1,43.3
2000,1100346,3060.0,1204.9,,1035.5,0.0,0.0,819.6,0.0
2001,1100346,3060.0,1239.1,34.2,1001.3,0.0,0.0,819.6,0.0
2002,1100346,3060.0,1276.8,37.6,963.6,0.0,0.0,819.6,0.0
2003,1100346,3060.0,1307.7,31.0,932.7,0.0,0.0,819.6,0.0
2004,1100346,3060.0,1323.3,15.6,917.1,0.0,0.0,819.6,0.0
2005,1100346,3060.0,1354.2,30.9,886.2,0.0,0.0,819.6,0.0
2006,1100346,3060.0,1357.2,2.9,883.2,0.0,0.0,819.6,0.0
2007,1100346,3060.0,1361.1,3.9,879.3,0.0,0.0,819.6,0.0
2008,1100346,3060.0,1368.0,6.9,872.4,0.0,0.0,819.6,0.0
2009,1100346,3060.0,1369.4,1.4,870.7,0.3,0.0,819.6,0.0
2010,1100346,3060.0,1370.4,0.9,867.5,2.5,0.0,819.6,0.0
2011,1100346,3060.0,1372.7,2.3,865.0,2.7,0.0,819.6,0.0
2012,1100346,3060.0,1374.6,1.9,865.5,0.3,0.0,819.6,0.0
2013,1100346,3060.0,1376.0,1.4,862.3,2.1,0.0,819.6,0.0
2014,1100346,3060.0,1378.4,2.3,862.0,0.0,0.0,819.6,0.0
2015,1100346,3060.0,1380.0,1.6,860.2,0.2,0.0,819.6,0.0
2016,1100346,3060.0,1381.8,1.8,858.6,0.0,0.0,819.6,0.0
2017,1100346,3060.0,1382.9,1.1,857.5,0.0,0.0,819.6,0.0
2018,1100346,3060.0,1384.7,1.8,855.6,0.0,0.0,819.7,0.0
2019,1100346,3060.0,1387.2,2.5,853.1,0.0,0.0,819.7,0.0
2000,1100379,3994.0,915.9,,2142.7,0.0,4.0,917.6,13.8
2001,1100379,3994.0,975.4,59.5,2083.2,0.0,4.0,917.6,13.8
2002,1100379,3994.0,1029.9,54.5,2028.7,0.0,4.0,917.6,13.8
2003,1100379,3994.0,1094.4,64.5,1964.2,0.0,4.0,917.6,13.8
2004,1100379,3994.0,1168.9,74.6,1889.7,0.0,4.0,917.6,13.8
2005,1100379,3994.0,1221.6,52.7,1837.0,0.0,4.0,917.6,13.8
2006,1100379,3994.0,1243.0,21.4,1811.9,3.7,4.0,917.6,13.8
2007,1100379,3994.0,1258.5,15.4,1800.0,0.0,4.1,917.6,13.8
2008,1100379,3994.0,1281.1,22.6,1766.3,9.4,5.8,917.6,13.8
2009,1100379,3994.0,1284.8,3.7,1759.2,12.7,5.9,917.6,13.8
2010,1100379,3994.0,1287.8,3.0,1762.1,7.0,5.7,917.6,13.8
2011,1100379,3994.0,1296.4,8.6,1760.4,0.3,5.5,917.6,13.8
2012,1100379,3994.0,1299.5,3.1,1759.4,0.5,3.2,917.6,13.8
2013,1100379,3994.0,1304.5,5.0,1754.8,0.0,3.3,917.6,13.8
2014,1100379,3994.0,1309.4,5.0,1749.9,0.0,3.3,917.6,13.8
2015,1100379,3994.0,1313.1,3.6,1749.5,0.0,0.0,917.6,13.8
2016,1100379,3994.0,1318.1,5.0,1742.4,0.0,2.1,917.6,13.8
2017,1100379,3994.0,1327.6,9.5,1735.0,0.0,0.0,917.6,13.8
2018,1100379,3994.0,1335.2,7.6,1727.4,0.0,0.0,917.6,13.8
2019,1100379,3994.0,1345.6,10.5,1717.0,0.0,0.0,917.6,13.8
2000,1100403,2683.0,1167.9,,1496.6,0.0,0.1,0.8,17.6
2001,1100403,2683.0,1204.3,36.3,1460.2,0.0,0.1,0.8,17.6
2002,1100403,2683.0,1296.6,92.4,1367.9,0.0,0.1,0.8,17.6
2003,1100403,2683.0,1341.2,44.6,1323.3,0.0,0.1,0.8,17.6
2004,1100403,2683.0,1429.1,87.9,1235.4,0.0,0.1,0.8,17.6
2005,1100403,2683.0,1543.3,114.1,1121.2,0.0,0.1,0.8,17.6
2006,1100403,2683.0,1577.9,34.6,1085.7,0.9,0.1,0.8,17.6
2007,1100403,2683.0,1637.6,59.8,1026.9,0.0,0.1,0.8,17.6
2008,1100403,2683.0,1652.4,14.7,1012.1,0.0,0.1,0.8,17.6
2009,1100403,2683.0,1663.6,11.2,1000.9,0.0,0.1,0.8,17.6
2010,1100403,2683.0,1672.5,8.9,992.0,0.0,0.1,0.8,17.6
2011,1100403,2683.0,1688.3,15.8,976.2,0.0,0.1,0.8,17.6
2012,1100403,2683.0,1701.9,13.6,962.6,0.0,0.1,0.8,17.6
2013,1100403,2683.0,1729.6,27.8,934.9,0.0,0.1,0.8,17.6
2014,1100403,2683.0,1743.8,14.2,920.7,0.0,0.1,0.8,17.6
2015,1100403,2683.0,1767.4,23.6,897.2,0.0,0.0,0.8,17.6
2016,1100403,2683.0,1814.5,47.2,850.1,0.0,0.0,0.8,17.6
2017,1100403,2683.0,1868.1,53.6,796.5,0.0,0.0,0.8,17.6
2018,1100403,2683.0,1935.3,67.0,729.3,0.0,0.0,0.8,17.6
2019,1100403,2683.0,1982.2,46.9,682.4,0.0,0.0,0.8,17.6
2000,1100452,3315.0,1166.3,,2143.8,0.0,0.0,4.8,0.1
2001,1100452,3315.0,1286.3,120.0,2023.8,0.0,0.0,4.8,0.1
2002,1100452,3315.0,1458.9,172.6,1851.2,0.0,0.0,4.8,0.1
2003,1100452,3315.0,1540.8,82.0,1769.3,0.0,0.0,4.8,0.1
2004,1100452,3315.0,1777.9,237.1,1532.2,0.0,0.0,4.8,0.1
2005,1100452,3315.0,1952.8,174.9,1357.3,0.0,0.0,4.8,0.1
2006,1100452,3315.0,2016.9,64.1,1293.2,0.0,0.0,4.8,0.1
2007,1100452,3315.0,2134.3,117.4,1175.8,0.0,0.0,4.8,0.1
2008,1100452,3315.0,2155.1,20.8,1155.0,0.0,0.0,4.8,0.1
2009,1100452,3315.0,2171.9,16.8,1138.2,0.0,0.0,4.8,0.1
2010,1100452,3315.0,2206.3,34.4,1098.1,5.7,0.0,4.8,0.1
2011,1100452,3315.0,2249.6,43.2,1060.5,0.0,0.0,4.8,0.1
2012,1100452,3315.0,2271.8,22.2,1038.3,0.0,0.0,4.8,0.1
2013,1100452,3315.0,2323.0,51.2,987.1,0.0,0.0,4.8,0.1
2014,1100452,3315.0,2380.5,57.6,929.6,0.0,0.0,4.8,0.1
2015,1100452,3315.0,2435.4,54.9,850.0,24.7,0.0,4.8,0.1
2016,1100452,3315.0,2518.5,83.1,791.6,0.0,0.0,4.8,0.1
2017,1100452,3315.0,2586.5,68.0,723.6,0.0,0.0,4.8,0.1
2018,1100452,3315.0,2632.0,45.6,678.1,0.0,0.0,4.8,0.1
2019,1100452,3315.0,2663.8,31.8,646.3,0.0,0.0,4.8,0.1
2000,1100502,852.0,679.7,,167.7,0.0,0.0,4.6,0.0
2001,1100502,852.0,690.9,11.2,156.5,0.0,0.0,4.6,0.0
2002,1100502,852.0,699.6,8.7,147.8,0.0,0.0,4.6,0.0
2003,1100502,852.0,717.0,17.3,130.4,0.0,0.0,4.6,0.0
2004,1100502,852.0,726.3,9.3,121.1,0.0,0.0,4.6,0.0
2005,1100502,852.0,737.5,11.2,109.9,0.0,0.0,4.6,0.0
2006,1100502,852.0,738.4,0.9,109.0,0.0,0.0,4.6,0.0
2007,1100502,852.0,738.7,0.4,108.7,0.0,0.0,4.6,0.0
2008,1100502,852.0,741.8,3.0,105.6,0.0,0.0,4.6,0.0
2009,1100502,852.0,742.5,0.7,104.9,0.0,0.0,4.6,0.0
2010,1100502,852.0,742.8,0.3,96.1,8.5,0.0,4.6,0.0
2011,1100502,852.0,743.4,0.6,104.0,0.0,0.0,4.6,0.0
2012,1100502,852.0,743.7,0.3,103.7,0.0,0.0,4.6,0.0
2013,1100502,852.0,744.1,0.4,103.3,0.0,0.0,4.6,0.0
2014,1100502,852.0,744.6,0.5,102.8,0.0,0.0,4.6,0.0
2015,1100502,852.0,745.5,0.9,101.9,0.0,0.0,4.6,0.0
2016,1100502,852.0,746.8,1.3,100.6,0.0,0.0,4.6,0.0
2017,1100502,852.0,747.8,1.0,99.6,0.0,0.0,4.6,0.0
2018,1100502,852.0,748.6,0.8,98.8,0.0,0.0,4.6,0.0
2019,1100502,852.0,750.0,1.4,97.4,0.0,0.0,4.6,0.0
2000,1100601,1985.0,1130.1,,813.8,0.0,0.0,41.1,0.0
2001,1100601,1985.0,1190.3,60.1,753.6,0.0,0.0,41.1,0.0
2002,1100601,1985.0,1289.6,99.3,654.3,0.0,0.0,41.1,0.0
2003,1100601,1985.0,1329.2,39.6,614.7,0.0,0.0,41.1,0.0
2004,1100601,1985.0,1366.2,37.0,577.7,0.0,0.0,41.1,0.0
2005,1100601,1985.0,1418.7,52.6,525.2,0.0,0.0,41.1,0.0
2006,1100601,1985.0,1427.8,9.1,516.1,0.0,0.0,41.1,0.0
2007,1100601,1985.0,1445.9,18.1,498.0,0.0,0.0,41.1,0.0
2008,1100601,1985.0,1452.7,6.9,491.2,0.0,0.0,41.1,0.0
2009,1100601,1985.0,1455.5,2.8,488.4,0.0,0.0,41.1,0.0
2010,1100601,1985.0,1456.6,1.1,487.3,0.0,0.0,41.1,0.0
2011,1100601,1985.0,1457.9,1.3,484.8,1.2,0.0,41.1,0.0
2012,1100601,1985.0,1458.9,1.0,484.4,0.6,0.0,41.1,0.0
2013,1100601,1985.0,1463.3,4.3,480.6,0.0,0.0,41.1,0.0
2014,1100601,1985.0,1465.7,2.4,478.2,0.0,0.0,41.1,0.0
2015,1100601,1985.0,1470.1,4.4,473.8,0.0,0.0,41.1,0.0
2016,1100601,1985.0,1476.3,6.2,467.6,0.0,0.0,41.1,0.0
2017,1100601,1985.0,1488.8,12.5,455.1,0.0,0.0,41.1,0.0
2018,1100601,1985.0,1493.2,4.8,450.7,0.0,0.0,41.1,0.0
2019,1100601,1985.0,1499.3,6.1,444.6,0.0,0.0,41.1,0.0
2000,1100700,3491.0,1165.9,,2050.9,0.0,0.0,274.2,0.0
2001,1100700,3491.0,1237.7,71.8,1979.1,0.0,0.0,274.2,0.0
2002,1100700,3491.0,1372.1,134.5,1844.7,0.0,0.0,274.2,0.0
2003,1100700,3491.0,1421.7,49.5,1795.1,0.0,0.0,274.2,0.0
2004,1100700,3491.0,1549.8,128.2,1667.0,0.0,0.0,274.2,0.0
2005,1100700,3491.0,1698.4,148.6,1518.4,0.0,0.0,274.2,0.0
2006,1100700,3491.0,1731.4,33.0,1484.8,0.6,0.0,274.2,0.0
2007,1100700,3491.0,1813.0,81.6,1401.4,2.4,0.0,274.2,0.0
2008,1100700,3491.0,1833.2,20.2,1383.6,0.0,0.0,274.2,0.0
2009,1100700,3491.0,1858.4,25.2,1349.6,8.8,0.0,274.2,0.0
2010,1100700,3491.0,1878.7,20.3,1338.1,0.0,0.0,274.2,0.0
2011,1100700,3491.0,1906.0,27.4,1310.8,0.0,0.0,274.2,0.0
2012,1100700,3491.0,1919.9,13.8,1273.1,23.8,0.0,274.2,0.0
2013,1100700,3491.0,1957.5,37.6,1259.3,0.0,0.0,274.2,0.0
2014,1100700,3491.0,1975.1,17.6,1241.7,0.0,0.0,274.2,0.0
2015,1100700,3491.0,1996.1,20.9,1177.7,43.0,0.0,274.2,0.0
2016,1100700,3491.0,2029.7,33.7,1187.1,0.0,0.0,274.2,0.0
2017,1100700,3491.0,2057.2,27.4,1159.6,0.0,0.0,274.2,0.0
2018,1100700,3491.0,2079.7,22.4,1137.1,0.0,0.0,274.2,0.0
2019,1100700,3491.0,2094.7,15.0,1122.1,0.0,0.0,274.2,0.0
2000,1100809,6931.0,1039.1,,5510.8,0.0,0.2,0.0,380.9
2001,1100809,6931.0,1089.0,49.9,5460.9,0.0,0.2,0.0,380.9
2002,1100809,6931.0,1178.5,89.5,5371.4,0.0,0.2,0.0,380.9
2003,1100809,6931.0,1261.0,82.5,5288.9,0.0,0.2,0.0,380.9
2004,1100809,6931.0,1383.9,122.9,5166.0,0.0,0.2,0.0,380.9
2005,1100809,6931.0,1588.4,204.6,4961.5,0.0,0.2,0.0,380.9
2006,1100809,6931.0,1652.5,64.1,4897.4,0.0,0.2,0.0,380.9
2007,1100809,6931.0,1701.1,48.5,4837.1,11.7,0.2,0.0,380.9
2008,1100809,6931.0,1750.2,49.1,4799.7,0.0,0.2,0.0,380.9
2009,1100809,6931.0,1762.7,12.5,4787.2,0.0,0.2,0.0,380.9
2010,1100809,6931.0,1775.2,12.5,4773.5,1.2,0.2,0.0,380.9
2011,1100809,6931.0,1793.7,18.4,4756.2,0.0,0.2,0.0,380.9
2012,1100809,6931.0,1811.7,18.1,4738.2,0.0,0.2,0.0,380.9
2013,1100809,6931.0,1860.0,48.3,4689.9,0.0,0.2,0.0,380.9
2014,1100809,6931.0,1901.4,41.3,4648.5,0.0,0.2,0.0,380.9
2015,1100809,6931.0,1949.3,48.0,4600.8,0.0,0.0,0.0,380.9
2016,1100809,6931.0,2047.7,98.4,4502.4,0.0,0.0,0.0,380.9
2017,1100809,6931.0,2154.4,106.7,4395.7,0.0,0.0,0.0,380.9
2018,1100809,6931.0,2257.9,103.6,4292.1,0.0,0.0,0.0,381.0
2019,1100809,6931.0,2364.3,106.4,4185.7,0.0,0.0,0.0,381.0
2000,1100908,901.0,665.3,,232.6,0.0,0.0,0.6,2.5
2001,1100908,901.0,676.1,10.8,221.8,0.0,0.0,0.6,2.5
2002,1100908,901.0,682.9,6.8,215.0,0.0,0.0,0.6,2.5
2003,1100908,901.0,694.7,11.8,203.2,0.0,0.0,0.6,2.5
2004,1100908,901.0,700.3,5.6,197.6,0.0,0.0,0.6,2.5
2005,1100908,901.0,709.5,9.2,188.4,0.0,0.0,0.6,2.5
2006,1100908,901.0,710.5,1.0,187.4,0.0,0.0,0.6,2.5
2007,1100908,901.0,711.4,0.8,186.5,0.0,0.0,0.6,2.5
2008,1100908,901.0,716.6,5.2,181.3,0.0,0.0,0.6,2.5
2009,1100908,901.0,717.2,0.6,180.7,0.0,0.0,0.6,2.5
2010,1100908,901.0,717.2,0.0,155.3,25.4,0.0,0.6,2.5
2011,1100908,901.0,718.0,0.8,179.9,0.0,0.0,0.6,2.5
2012,1100908,901.0,718.0,0.0,179.9,0.0,0.0,0.6,2.5
2013,1100908,901.0,718.3,0.3,179.6,0.0,0.0,0.6,2.5
2014,1100908,901.0,719.5,1.2,178.4,0.0,0.0,0.6,2.5
2015,1100908,901.0,721.1,1.6,176.8,0.0,0.0,0.6,2.5
2016,1100908,901.0,726.1,5.0,171.8,0.0,0.0,0.6,2.5
2017,1100908,901.0,730.4,4.2,167.5,0.0,0.0,0.6,2.5
2018,1100908,901.0,732.1,1.8,165.8,0.0,0.0,0.6,2.5
2019,1100908,901.0,733.9,1.8,164.0,0.0,0.0,0.6,2.5
2000,1100924,5164.0,2127.8,,2707.4,0.0,0.0,328.4,0.4
2001,1100924,5164.0,2174.8,47.0,2660.4,0.0,0.0,328.4,0.4
2002,1100924,5164.0,2223.0,48.3,2612.2,0.0,0.0,328.4,0.4
2003,1100924,5164.0,2414.3,191.3,2420.9,0.0,0.0,328.4,0.4
2004,1100924,5164.0,2500.5,86.2,2334.7,0.0,0.0,328.4,0.4
2005,1100924,5164.0,2586.4,86.0,2248.8,0.0,0.0,328.4,0.4
2006,1100924,5164.0,2594.4,8.0,2240.8,0.0,0.0,328.4,0.4
2007,1100924,5164.0,2607.7,13.3,2227.5,0.0,0.0,328.4,0.4
2008,1100924,5164.0,2625.6,17.9,2209.6,0.0,0.0,328.4,0.4
2009,1100924,5164.0,2631.5,5.9,2203.7,0.0,0.0,328.4,0.4
2010,1100924,5164.0,2634.8,3.3,2200.4,0.0,0.0,328.4,0.4
2011,1100924,5164.0,2639.1,4.3,2196.1,0.0,0.0,328.4,0.4
2012,1100924,5164.0,2656.9,17.8,2172.8,5.5,0.0,328.4,0.4
2013,1100924,5164.0,2662.0,5.1,2173.2,0.0,0.0,328.4,0.4
